0.26	0.46	-8.88122e+08
0.26	0.48	-8.98549e+08
0.26	0.5	-9.02065e+08
0.26	0.52	-8.98549e+08
0.26	0.54	-8.88122e+08
0.26	0.56	-8.71147e+08
0.26	0.58	-8.48185e+08
0.26	0.6	-8.1995e+08
0.26	0.62	-7.87245e+08
0.26	0.64	-7.50907e+08
0.26	0.66	-7.11747e+08
0.26	0.68	-6.70516e+08
0.26	0.7	-6.27872e+08
0.26	0.72	-5.84367e+08
0.26	0.74	-5.40447e+08
0.26	0.76	-4.96456e+08
0.26	0.78	-4.52647e+08
0.26	0.8	-4.09194e+08
0.26	0.82	-3.66208e+08
0.26	0.84	-3.23748e+08
0.26	0.86	-2.81833e+08
0.26	0.88	-2.40447e+08
0.26	0.9	-1.99551e+08
0.26	0.92	-1.59089e+08
0.26	0.94	-1.18989e+08
0.26	0.96	-7.9167e+07
0.26	0.98	-3.95355e+07
0.26	1	0.26
0.28	0	0
0.28	0.02	-4.22706e+07
0.28	0.04	-8.46588e+07
0.28	0.06	-1.2728e+08
0.28	0.08	-1.70247e+08
0.28	0.1	-2.13663e+08
0.28	0.12	-2.57626e+08
0.28	0.14	-3.02218e+08
0.28	0.16	-3.47504e+08
0.28	0.18	-3.93524e+08
0.28	0.2	-4.40287e+08
0.28	0.22	-4.87756e+08
0.28	0.24	-5.35838e+08
0.28	0.26	-5.84367e+08
0.28	0.28	-6.33085e+08
0.28	0.3	-6.81625e+08
0.28	0.32	-7.29491e+08
0.28	0.34	-7.76051e+08
0.28	0.36	-8.20535e+08
0.28	0.38	-8.62047e+08
0.28	0.4	-8.99602e+08
0.28	0.42	-9.32173e+08
0.28	0.44	-9.58762e+08
0.28	0.46	-9.78477e+08
0.28	0.48	-9.9061e+08
0.28	0.5	-9.94707e+08
0.28	0.52	-9.9061e+08
0.28	0.54	-9.78477e+08
0.28	0.56	-9.58762e+08
0.28	0.58	-9.32173e+08
0.28	0.6	-8.99602e+08
0.28	0.62	-8.62047e+08
0.28	0.64	-8.20535e+08
0.28	0.66	-7.76051e+08
0.28	0.68	-7.29491e+08
0.28	0.7	-6.81625e+08
0.28	0.72	-6.33085e+08
0.28	0.74	-5.84367e+08
0.28	0.76	-5.35838e+08
0.28	0.78	-4.87756e+08
0.28	0.8	-4.40287e+08
0.28	0.82	-3.93524e+08
0.28	0.84	-3.47504e+08
0.28	0.86	-3.02218e+08
0.28	0.88	-2.57626e+08
0.28	0.9	-2.13663e+08
0.28	0.92	-1.70247e+08
0.28	0.94	-1.2728e+08
0.28	0.96	-8.46588e+07
0.28	0.98	-4.22706e+07
0.28	1	0.28
0.3	0	0
0.3	0.02	-4.48881e+07
0.3	0.04	-8.99172e+07
0.3	0.06	-1.35227e+08
0.3	0.08	-1.80953e+08
0.3	0.1	-2.27227e+08
0.3	0.12	-2.74173e+08
0.3	0.14	-3.21903e+08
0.3	0.16	-3.70512e+08
0.3	0.18	-4.20074e+08
0.3	0.2	-4.70629e+08
0.3	0.22	-5.22171e+08
0.3	0.24	-5.74635e+08
0.3	0.26	-6.27872e+08
0.3	0.28	-6.81625e+08
0.3	0.3	-7.35508e+08
0.3	0.32	-7.88977e+08
0.3	0.34	-8.41315e+08
0.3	0.36	-8.91626e+08
0.3	0.38	-9.3885e+08
0.3	0.4	-9.81799e+08
0.3	0.42	-1.01922e+09
0.3	0.44	-1.04989e+09
0.3	0.46	-1.0727e+09
0.3	0.48	-1.08677e+09
0.3	0.5	-1.09152e+09
0.3	0.52	-1.08677e+09
0.3	0.54	-1.0727e+09
0.3	0.56	-1.04989e+09
0.3	0.58	-1.01922e+09
0.3	0.6	-9.81799e+08
0.3	0.62	-9.3885e+08
0.3	0.64	-8.91626e+08
0.3	0.66	-8.41315e+08
0.3	0.68	-7.88977e+08
0.3	0.7	-7.35508e+08
0.3	0.72	-6.81625e+08
0.3	0.74	-6.27872e+08
0.3	0.76	-5.74635e+08
0.3	0.78	-5.22171e+08
0.3	0.8	-4.70629e+08
0.3	0.82	-4.20074e+08
0.3	0.84	-3.70512e+08
0.3	0.86	-3.21903e+08
0.3	0.88	-2.74173e+08
0.3	0.9	-2.27227e+08
0.3	0.92	-1.80953e+08
0.3	0.94	-1.35227e+08
0.3	0.96	-8.99172e+07
0.3	0.98	-4.48881e+07
0.3	1	0.3
0.32	0	0
0.32	0.02	-4.73647e+07
0.32	0.04	-9.48951e+07
0.32	0.06	-1.42756e+08
0.32	0.08	-1.91111e+08
0.32	0.1	-2.40118e+08
0.32	0.12	-2.89932e+08
0.32	0.14	-3.40699e+08
0.32	0.16	-3.92549e+08
0.32	0.18	-4.45595e+08
0.32	0.2	-4.99915e+08
0.32	0.22	-5.55545e+08
0.32	0.24	-6.12452e+08
0.32	0.26	-6.70516e+08
0.32	0.28	-7.29491e+08
0.32	0.3	-7.88977e+08
0.32	0.32	-8.48383e+08
0.32	0.34	-9.06905e+08
0.32	0.36	-9.63509e+08
0.32	0.38	-1.01695e+09
0.32	0.4	-1.06581e+09
0.32	0.42	-1.10859e+09
0.32	0.44	-1.14378e+09
0.32	0.46	-1.17002e+09
0.32	0.48	-1.18624e+09
0.32	0.5	-1.19173e+09
0.32	0.52	-1.18624e+09
0.32	0.54	-1.17002e+09
0.32	0.56	-1.14378e+09
0.32	0.58	-1.10859e+09
0.32	0.6	-1.06581e+09
0.32	0.62	-1.01695e+09
0.32	0.64	-9.63509e+08
0.32	0.66	-9.06905e+08
0.32	0.68	-8.48383e+08
0.32	0.7	-7.88977e+08
0.32	0.72	-7.29491e+08
0.32	0.74	-6.70516e+08
0.32	0.76	-6.12452e+08
0.32	0.78	-5.55545e+08
